"","Module","ENSEMBL","Symbol","ncbi","kTotal","kWithin","kOut","kDiff"
"ENSG00000237159","grey","ENSG00000237159","CNTFR-AS1","415056",568.410125093246,NA,NA,NA
"ENSG00000237169","grey","ENSG00000237169",NA,NA,480.955134931782,NA,NA,NA
"ENSG00000237172","midnightblue","ENSG00000237172","B3GNT9","84752",568.113838866712,14.0381755988843,554.075663267828,-540.037487668943
"ENSG00000237176","green","ENSG00000237176","LOC100996696","100996696",542.583485614825,66.2834052997954,476.30008031503,-410.016675015234
"ENSG00000237181","grey","ENSG00000237181","PRKAR1B-AS1","101926963",590.490156350563,NA,NA,NA
"ENSG00000237187","grey","ENSG00000237187","NR2F1-AS1","441094",619.160475745228,NA,NA,NA
"ENSG00000237188","blue","ENSG00000237188",NA,NA,634.785178576932,159.821399257031,474.963779319901,-315.14238006287
"ENSG00000237190","brown","ENSG00000237190","CDKN2AIPNL","91368",556.058187727711,137.213435671608,418.844752056104,-281.631316384496
"ENSG00000237194","grey","ENSG00000237194",NA,NA,583.637047636602,NA,NA,NA
"ENSG00000237200","blue","ENSG00000237200",NA,NA,616.796381564919,178.807176277635,437.989205287284,-259.18202900965
"ENSG00000237212","grey","ENSG00000237212",NA,NA,523.936164174554,NA,NA,NA
"ENSG00000237214","green","ENSG00000237214","RPS9P2","267009",756.711086812247,117.299218062934,639.411868749313,-522.112650686379
"ENSG00000237222","grey","ENSG00000237222","LINC01968","100507391",536.322049508866,NA,NA,NA
"ENSG00000237223","grey","ENSG00000237223",NA,NA,558.802227635588,NA,NA,NA
"ENSG00000237232","grey","ENSG00000237232","ZNF295-AS1","150142",582.972667169213,NA,NA,NA
"ENSG00000237234","blue","ENSG00000237234",NA,NA,860.888925495152,224.6145432537,636.274382241451,-411.659838987751
"ENSG00000237238","grey","ENSG00000237238","BMS1P10","728611",576.314559507427,NA,NA,NA
"ENSG00000237248","yellow","ENSG00000237248","LINC00987","100499405",602.217272326403,121.749894630643,480.46737769576,-358.717483065116
"ENSG00000237254","yellow","ENSG00000237254","TRBV30","28557",884.630057967192,487.923679060658,396.706378906534,91.2173001541245
"ENSG00000237264","brown","ENSG00000237264",NA,NA,579.083610413517,153.8404753192,425.243135094317,-271.402659775116
"ENSG00000237265","grey","ENSG00000237265","LOC100129291","100129291",566.699920559115,NA,NA,NA
"ENSG00000237276","salmon","ENSG00000237276",NA,NA,665.826359711717,26.545577575188,639.280782136529,-612.735204561341
"ENSG00000237285","green","ENSG00000237285",NA,NA,532.073887161901,58.9654272913133,473.108459870588,-414.143032579275
"ENSG00000237289","red","ENSG00000237289","CKMT1B","1159",606.690263950988,74.5352978691364,532.154966081851,-457.619668212715
"ENSG00000237292","grey","ENSG00000237292","LINC01732","101928973",549.5911369602,NA,NA,NA
"ENSG00000237296","turquoise","ENSG00000237296","SMG1P1","641298",618.676200061429,196.278534826562,422.397665234867,-226.119130408305
"ENSG00000237298","blue","ENSG00000237298","TTN-AS1","100506866",616.626491732342,135.394729474089,481.231762258253,-345.837032784163
"ENSG00000237301","blue","ENSG00000237301",NA,NA,614.035418999871,146.973957548395,467.061461451476,-320.087503903081
"ENSG00000237310","brown","ENSG00000237310","LINC03011","100289098",651.562098001667,174.6895817584,476.872516243268,-302.182934484868
"ENSG00000237330","red","ENSG00000237330","RNF223","401934",681.878913647228,162.329365731646,519.549547915582,-357.220182183935
"ENSG00000237339","brown","ENSG00000237339","LINC01502","100130954",636.51891598049,185.201298319205,451.317617661285,-266.116319342079
"ENSG00000237347","grey","ENSG00000237347",NA,NA,515.724133487574,NA,NA,NA
"ENSG00000237350","green","ENSG00000237350",NA,NA,553.066915665813,55.7090812536076,497.357834412206,-441.648753158598
"ENSG00000237351","grey","ENSG00000237351",NA,NA,551.50411641737,NA,NA,NA
"ENSG00000237352","yellow","ENSG00000237352",NA,NA,949.807992970481,487.744783598986,462.063209371496,25.6815742274903
"ENSG00000237356","grey","ENSG00000237356",NA,NA,525.125453265534,NA,NA,NA
"ENSG00000237357","grey","ENSG00000237357",NA,NA,566.895428915526,NA,NA,NA
"ENSG00000237361","grey","ENSG00000237361","TUSC8","400128",535.432312953421,NA,NA,NA
"ENSG00000237371","black","ENSG00000237371",NA,NA,554.517653088706,32.9153528993714,521.602300189335,-488.686947289963
"ENSG00000237372","yellow","ENSG00000237372","LINC03062","100129066",918.487348567137,504.176789817186,414.310558749951,89.8662310672345
"ENSG00000237380","grey","ENSG00000237380",NA,NA,543.44194743509,NA,NA,NA
"ENSG00000237390","grey","ENSG00000237390",NA,NA,576.659020579799,NA,NA,NA
"ENSG00000237398","yellow","ENSG00000237398",NA,NA,581.979833414746,179.075421683012,402.904411731733,-223.828990048721
"ENSG00000237399","blue","ENSG00000237399","PITRM1-AS1","100507034",724.592284364058,258.26061851823,466.331665845828,-208.071047327598
"ENSG00000237410","black","ENSG00000237410",NA,NA,538.346561539026,28.9148093622035,509.431752176823,-480.516942814619
"ENSG00000237412","grey","ENSG00000237412","PRSS56","646960",532.526229708481,NA,NA,NA
"ENSG00000237417","green","ENSG00000237417",NA,NA,516.172219799358,48.1361799744272,468.036039824931,-419.899859850504
"ENSG00000237422","yellow","ENSG00000237422","LINC02937","100507103",694.015158427328,274.300713845317,419.714444582011,-145.413730736694
"ENSG00000237423","magenta","ENSG00000237423",NA,NA,610.009627532136,33.3215660159404,576.688061516196,-543.366495500255
"ENSG00000237424","grey","ENSG00000237424","FOXD2-AS1","84793",510.000150090043,NA,NA,NA
"ENSG00000237429","yellow","ENSG00000237429",NA,NA,595.062578703928,148.176056490019,446.886522213908,-298.710465723889
"ENSG00000237433","green","ENSG00000237433","RPSAP11","645326",568.524750125492,82.6278860958924,485.896864029599,-403.268977933707
"ENSG00000237436","grey","ENSG00000237436",NA,NA,605.172786449963,NA,NA,NA
"ENSG00000237438","grey","ENSG00000237438",NA,NA,507.694584952529,NA,NA,NA
"ENSG00000237440","turquoise","ENSG00000237440","ZNF737","100129842",687.713658072125,179.23734359365,508.476314478474,-329.238970884824
"ENSG00000237441","grey","ENSG00000237441","RGL2","5863",524.629964050153,NA,NA,NA
"ENSG00000237451","grey","ENSG00000237451",NA,NA,533.052774464346,NA,NA,NA
"ENSG00000237452","grey","ENSG00000237452","MEIOSIN","388553",513.065716446564,NA,NA,NA
"ENSG00000237461","blue","ENSG00000237461","LOC101928438","101928438",604.073843440764,132.3743560758,471.699487364964,-339.325131289165
"ENSG00000237463","grey","ENSG00000237463","LRRC52-AS1","400794",543.574288891669,NA,NA,NA
"ENSG00000237470","yellow","ENSG00000237470",NA,NA,721.996780003974,328.492423661936,393.504356342038,-65.0119326801022
"ENSG00000237471","yellow","ENSG00000237471","LOC102723446","102723446",578.646980296659,149.604814502726,429.042165793932,-279.437351291206
"ENSG00000237476","brown","ENSG00000237476","LINC01637","101928891",572.747314943376,149.326709664346,423.42060527903,-274.093895614684
"ENSG00000237481","blue","ENSG00000237481",NA,NA,630.606622100704,193.524350926238,437.082271174466,-243.557920248227
"ENSG00000237484","yellow","ENSG00000237484","LINC01684","105372751",986.729989371638,411.744490305153,574.985499066485,-163.241008761332
"ENSG00000237489","yellow","ENSG00000237489","C10orf143","387723",705.119734352322,214.61057982956,490.509154522762,-275.898574693203
"ENSG00000237491","blue","ENSG00000237491",NA,NA,988.132275940158,383.074429140226,605.057846799932,-221.983417659706
"ENSG00000237493","green","ENSG00000237493",NA,NA,517.936892754253,54.1801560376813,463.756736716572,-409.576580678891
"ENSG00000237499","yellow","ENSG00000237499","WAKMAR2","100130476",615.530062233917,149.290888224862,466.239174009055,-316.948285784194
"ENSG00000237505","grey","ENSG00000237505","PKN2-AS1","101927891",673.438979507651,NA,NA,NA
"ENSG00000237506","green","ENSG00000237506","RPSAP15","220885",585.91714204793,111.202785844359,474.714356203571,-363.511570359212
"ENSG00000237510","grey","ENSG00000237510","GPAT2P1","643219",500.761778166947,NA,NA,NA
"ENSG00000237512","purple","ENSG00000237512","UNC5B-AS1","728978",646.408316154257,28.7620881170975,617.64622803716,-588.884139920062
"ENSG00000237513","yellow","ENSG00000237513",NA,NA,941.677484613133,505.359787833141,436.317696779992,69.0420910531484
"ENSG00000237515","magenta","ENSG00000237515","SHISA9","729993",557.602596867986,24.3388121463231,533.263784721663,-508.92497257534
"ENSG00000237522","blue","ENSG00000237522",NA,NA,1020.02578830621,272.527571727485,747.498216578728,-474.970644851243
"ENSG00000237523","black","ENSG00000237523","LINC00857","439990",586.988472781151,43.269305880849,543.719166900302,-500.449861019453
"ENSG00000237525","grey","ENSG00000237525",NA,NA,529.406114240152,NA,NA,NA
"ENSG00000237527","grey","ENSG00000237527",NA,NA,506.249583852755,NA,NA,NA
"ENSG00000237529","grey","ENSG00000237529",NA,NA,565.066450340455,NA,NA,NA
"ENSG00000237530","grey","ENSG00000237530",NA,NA,492.802558966224,NA,NA,NA
"ENSG00000237541","yellow","ENSG00000237541","HLA-DQA1","3117",736.302385310309,321.757529501631,414.544855808678,-92.7873263070475
"ENSG00000237548","grey","ENSG00000237548",NA,NA,503.662801727177,NA,NA,NA
"ENSG00000237550","grey","ENSG00000237550","RPL9P8","254948",521.04550509771,NA,NA,NA
"ENSG00000237575","grey","ENSG00000237575",NA,NA,524.017775919084,NA,NA,NA
"ENSG00000237592","yellow","ENSG00000237592",NA,NA,682.835642005322,279.333244031034,403.502397974288,-124.169153943255
"ENSG00000237594","grey","ENSG00000237594","TIAM1-AS1","150051",536.110490075018,NA,NA,NA
"ENSG00000237595","grey","ENSG00000237595","LINC01275","101927512",552.876813495394,NA,NA,NA
"ENSG00000237596","grey","ENSG00000237596","PDE7B-AS1","644135",606.830599916638,NA,NA,NA
"ENSG00000237605","grey","ENSG00000237605","DYRK3-AS1","105372876",532.631096116393,NA,NA,NA
"ENSG00000237606","grey","ENSG00000237606",NA,NA,574.198283987952,NA,NA,NA
"ENSG00000237614","grey","ENSG00000237614",NA,NA,563.337516481689,NA,NA,NA
"ENSG00000237624","grey","ENSG00000237624","OXCT2P1","192217",521.293087604706,NA,NA,NA
"ENSG00000237636","grey","ENSG00000237636","ANKRD26P3","100101938",528.686462486242,NA,NA,NA
"ENSG00000237638","brown","ENSG00000237638","LINC02245","400958",705.713616458,221.854025295828,483.859591162172,-262.005565866343
"ENSG00000237640","grey","ENSG00000237640",NA,NA,569.070954790287,NA,NA,NA
"ENSG00000237641","blue","ENSG00000237641","RPL28P2","100270971",741.266451125412,257.107949314079,484.158501811333,-227.050552497254
"ENSG00000237643","red","ENSG00000237643",NA,NA,611.804758380546,100.219686162728,511.585072217818,-411.36538605509
"ENSG00000237649","cyan","ENSG00000237649","KIFC1","3833",629.96440203607,51.3842879345463,578.580114101524,-527.195826166978
"ENSG00000237651","blue","ENSG00000237651","C2orf74","339804",659.43183847783,168.471237194106,490.960601283724,-322.489364089618
"ENSG00000237653","grey","ENSG00000237653",NA,NA,608.972203240242,NA,NA,NA
"ENSG00000237667","grey","ENSG00000237667","LINC01115","339822",502.052793027982,NA,NA,NA
"ENSG00000237668","green","ENSG00000237668",NA,NA,550.738547102991,65.4180822372588,485.320464865732,-419.902382628473
"ENSG00000237669","grey","ENSG00000237669",NA,NA,505.42217126757,NA,NA,NA
"ENSG00000237672","blue","ENSG00000237672",NA,NA,826.732357447139,294.6465537333,532.085803713839,-237.439249980539
"ENSG00000237676","green","ENSG00000237676",NA,NA,556.668967132288,92.3501579279225,464.318809204365,-371.968651276443
"ENSG00000237685","greenyellow","ENSG00000237685",NA,NA,601.317971085145,47.5591307835344,553.758840301611,-506.199709518077
"ENSG00000237686","grey","ENSG00000237686","SCIRT","101929705",557.062681786255,NA,NA,NA
"ENSG00000237693","yellow","ENSG00000237693","IRGM","345611",665.359962603662,160.287210670934,505.072751932728,-344.785541261793
"ENSG00000237702","yellow","ENSG00000237702","TRBV3-1","28619",999.846159425942,585.950321674825,413.895837751117,172.054483923708
"ENSG00000237709","green","ENSG00000237709","EEF1A1P28","442709",571.860867486483,81.5658696841061,490.294997802377,-408.729128118271
"ENSG00000237719","blue","ENSG00000237719",NA,NA,702.585862331577,198.665707832814,503.920154498762,-305.254446665948
"ENSG00000237729","green","ENSG00000237729",NA,NA,553.163462110431,86.2522181556988,466.911243954732,-380.659025799034
"ENSG00000237732","grey","ENSG00000237732",NA,NA,563.794753530708,NA,NA,NA
"ENSG00000237742","grey","ENSG00000237742","HEY2-AS1","105377986",543.598062182774,NA,NA,NA
"ENSG00000237743","grey","ENSG00000237743",NA,NA,540.332085714753,NA,NA,NA
"ENSG00000237748","green","ENSG00000237748",NA,NA,566.78280198026,72.1523389912182,494.630462989041,-422.478123997823
"ENSG00000237749","green","ENSG00000237749",NA,NA,569.818172062447,94.8814098143593,474.936762248088,-380.055352433729
"ENSG00000237751","grey","ENSG00000237751","LINC01143","104355141",534.737658052835,NA,NA,NA
"ENSG00000237753","grey","ENSG00000237753",NA,NA,576.339349805096,NA,NA,NA
"ENSG00000237757","green","ENSG00000237757",NA,NA,600.265501885132,63.6222678258718,536.64323405926,-473.020966233388
"ENSG00000237758","green","ENSG00000237758",NA,NA,598.955749073641,89.2663469560364,509.689402117605,-420.423055161568
"ENSG00000237765","turquoise","ENSG00000237765","FAM200B","285550",883.328598297115,314.12039615617,569.208202140945,-255.087805984774
"ENSG00000237766","blue","ENSG00000237766","GGTA2P","121328",715.399034976912,186.273142734535,529.125892242377,-342.852749507842
"ENSG00000237773","grey","ENSG00000237773","LOC101927609","101927609",547.21175789702,NA,NA,NA
"ENSG00000237774","green","ENSG00000237774","RPL14P4","100271282",573.529311532658,91.6076800497215,481.921631482936,-390.313951433215
"ENSG00000237781","blue","ENSG00000237781",NA,NA,750.141867482558,236.993753443343,513.148114039216,-276.154360595873
"ENSG00000237787","grey","ENSG00000237787","LINC02877","152118",490.498521738238,NA,NA,NA
"ENSG00000237788","grey","ENSG00000237788","LOC100421569","100421569",501.656876444072,NA,NA,NA
"ENSG00000237790","grey","ENSG00000237790","LINC01318","106144585",570.724297668454,NA,NA,NA
"ENSG00000237793","green","ENSG00000237793","RPL18AP16","347544",599.649763301197,102.031575742692,497.618187558505,-395.586611815812
"ENSG00000237797","grey","ENSG00000237797","MACORIS","101929951",616.212353494596,NA,NA,NA
"ENSG00000237798","blue","ENSG00000237798",NA,NA,642.235341318536,133.220982418462,509.014358900074,-375.793376481612
"ENSG00000237803","grey","ENSG00000237803","PIRAT1","101929559",486.662811940765,NA,NA,NA
"ENSG00000237804","green","ENSG00000237804",NA,NA,563.940436271169,85.6254568624102,478.314979408758,-392.689522546348
"ENSG00000237807","yellow","ENSG00000237807","LINC02984","100507516",740.07068413668,173.801941013265,566.268743123415,-392.46680211015
"ENSG00000237810","grey","ENSG00000237810",NA,NA,566.936314135292,NA,NA,NA
"ENSG00000237813","grey","ENSG00000237813",NA,NA,527.531779982875,NA,NA,NA
"ENSG00000237819","grey","ENSG00000237819","CDK6-AS1","101927497",587.143012040787,NA,NA,NA
"ENSG00000237821","green","ENSG00000237821",NA,NA,560.467748308334,71.2910179578242,489.176730350509,-417.885712392685
"ENSG00000237828","green","ENSG00000237828",NA,NA,527.123927958877,64.6834712513592,462.440456707518,-397.756985456159
"ENSG00000237836","grey","ENSG00000237836",NA,NA,558.037353516656,NA,NA,NA
"ENSG00000237840","grey","ENSG00000237840","FAM21FP","100288690",553.224106519277,NA,NA,NA
"ENSG00000237842","grey","ENSG00000237842",NA,NA,496.620427457824,NA,NA,NA
"ENSG00000237845","grey","ENSG00000237845",NA,NA,512.161905336199,NA,NA,NA
"ENSG00000237849","grey","ENSG00000237849",NA,NA,600.7079946672,NA,NA,NA
"ENSG00000237854","pink","ENSG00000237854",NA,NA,587.407744882382,50.4936576689696,536.914087213412,-486.420429544443
"ENSG00000237863","grey","ENSG00000237863",NA,NA,522.397644889323,NA,NA,NA
"ENSG00000237864","greenyellow","ENSG00000237864",NA,NA,598.06903425662,31.6843774933075,566.384656763312,-534.700279270005
"ENSG00000237870","grey","ENSG00000237870","LOC102724434","102724434",546.741422800688,NA,NA,NA
"ENSG00000237877","turquoise","ENSG00000237877",NA,NA,696.458563774593,196.729969038401,499.728594736192,-302.998625697791
"ENSG00000237879","grey","ENSG00000237879","LINC00398","100874158",527.733624970143,NA,NA,NA
"ENSG00000237880","grey","ENSG00000237880","LINC01885","105373538",558.993114133585,NA,NA,NA
"ENSG00000237882","green","ENSG00000237882",NA,NA,567.156325840623,77.4130003589216,489.743325481701,-412.33032512278
"ENSG00000237883","blue","ENSG00000237883",NA,NA,825.783990876009,269.355232816844,556.428758059165,-287.073525242322
"ENSG00000237886","blue","ENSG00000237886",NA,NA,661.244666392518,193.11360047363,468.131065918888,-275.017465445258
"ENSG00000237887","grey","ENSG00000237887",NA,NA,552.915618728837,NA,NA,NA
"ENSG00000237888","green","ENSG00000237888",NA,NA,541.656274270933,82.5324172035202,459.123857067413,-376.591439863892
"ENSG00000237892","grey","ENSG00000237892",NA,NA,549.764793422498,NA,NA,NA
"ENSG00000237899","grey","ENSG00000237899",NA,NA,497.770523925648,NA,NA,NA
"ENSG00000237903","grey","ENSG00000237903",NA,NA,568.514816610648,NA,NA,NA
"ENSG00000237914","yellow","ENSG00000237914","SIRPG-AS1","101929010",961.583091961771,495.985315084925,465.597776876846,30.387538208079
"ENSG00000237916","blue","ENSG00000237916","RPL37P12","100271017",688.225300590878,202.878789059962,485.346511530916,-282.467722470954
"ENSG00000237917","grey","ENSG00000237917","PARP4P1","347613",486.176291534091,NA,NA,NA
"ENSG00000237927","grey","ENSG00000237927",NA,NA,542.273606733627,NA,NA,NA
"ENSG00000237928","grey","ENSG00000237928","NFIA-AS2","100996570",651.184466490341,NA,NA,NA
"ENSG00000237934","blue","ENSG00000237934",NA,NA,626.023311117401,165.554200988277,460.469110129125,-294.914909140848
"ENSG00000237938","blue","ENSG00000237938",NA,NA,749.260295509142,278.082069345439,471.178226163703,-193.096156818264
"ENSG00000237940","blue","ENSG00000237940","LINC01238","102723927",857.439316992613,251.162845252004,606.276471740609,-355.113626488605
"ENSG00000237943","yellow","ENSG00000237943","PRKCQ-AS1","439949",764.401224904158,347.517308564118,416.883916340039,-69.3666077759211
"ENSG00000237945","yellow","ENSG00000237945","LINC00649","100506334",771.804261237514,311.239327749649,460.564933487865,-149.325605738216
"ENSG00000237949","grey","ENSG00000237949","LOC102724768","102724768",533.351435294815,NA,NA,NA
"ENSG00000237950","blue","ENSG00000237950",NA,NA,886.556169870086,371.769495344742,514.786674525344,-143.017179180602
"ENSG00000237961","grey","ENSG00000237961",NA,NA,509.374069719069,NA,NA,NA
"ENSG00000237972","blue","ENSG00000237972","TUBG1P","442673",541.277222560585,130.217100705232,411.060121855353,-280.843021150121
"ENSG00000237973","brown","ENSG00000237973","MTCO1P12","107075141",630.917445282555,177.446084880674,453.471360401881,-276.025275521208
"ENSG00000237975","grey","ENSG00000237975","FLG-AS1","339400",512.928849753935,NA,NA,NA
"ENSG00000237976","grey","ENSG00000237976",NA,NA,564.671758508096,NA,NA,NA
"ENSG00000237977","blue","ENSG00000237977",NA,NA,693.816477601195,162.728687858117,531.087789743078,-368.359101884961
"ENSG00000237978","blue","ENSG00000237978",NA,NA,670.442923575368,149.522934106722,520.919989468647,-371.397055361925
"ENSG00000237979","grey","ENSG00000237979",NA,NA,510.700670236647,NA,NA,NA
"ENSG00000237980","yellow","ENSG00000237980",NA,NA,790.175198594618,339.892120421544,450.283078173074,-110.39095775153
"ENSG00000237984","turquoise","ENSG00000237984","PTENP1","11191",578.152810554862,194.000634195272,384.15217635959,-190.151542164318
"ENSG00000237988","yellow","ENSG00000237988","OR2I1P","442197",919.572811699227,508.710154582619,410.862657116608,97.8474974660112
"ENSG00000237989","brown","ENSG00000237989","LINC01679","101928399",585.79970275281,158.743848871463,427.055853881347,-268.312005009884
"ENSG00000237991","green","ENSG00000237991","RPL35P1","440737",677.84943947271,107.009473195306,570.839966277405,-463.830493082099
"ENSG00000237999","grey","ENSG00000237999","ACTG1P19","644160",517.206371113971,NA,NA,NA
"ENSG00000238000","salmon","ENSG00000238000","PSME2P1","257093",657.606582874478,26.175004418763,631.431578455715,-605.256574036952
"ENSG00000238003","green","ENSG00000238003","RPL10P4","391151",582.918018429514,69.6975055990539,513.22051283046,-443.523007231406
"ENSG00000238005","grey","ENSG00000238005","LNCATV","101927851",599.747864865991,NA,NA,NA
"ENSG00000238018","blue","ENSG00000238018",NA,NA,945.298721807962,294.8428719654,650.455849842562,-355.612977877162
"ENSG00000238024","grey","ENSG00000238024",NA,NA,499.719542465682,NA,NA,NA
"ENSG00000238035","grey","ENSG00000238035",NA,NA,602.343020598033,NA,NA,NA
"ENSG00000238039","blue","ENSG00000238039",NA,NA,640.122700979333,190.335580865053,449.78712011428,-259.451539249227
"ENSG00000238041","green","ENSG00000238041",NA,NA,514.265370199689,44.6535014637511,469.611868735938,-424.958367272187
"ENSG00000238042","grey","ENSG00000238042","LINC02257","105372950",537.173058197145,NA,NA,NA
"ENSG00000238043","grey","ENSG00000238043",NA,NA,506.776213246111,NA,NA,NA
"ENSG00000238045","blue","ENSG00000238045","MVP-DT","112268170",834.027848394597,345.867970723662,488.159877670935,-142.291906947274
"ENSG00000238057","blue","ENSG00000238057","ZEB2-AS1","100303491",763.543219370221,236.661593860416,526.881625509805,-290.22003164939
"ENSG00000238058","grey","ENSG00000238058",NA,NA,521.417290809675,NA,NA,NA
"ENSG00000238061","blue","ENSG00000238061",NA,NA,661.054006629804,182.326792336087,478.727214293717,-296.400421957629
"ENSG00000238062","grey","ENSG00000238062","SPATA3-AS1","348761",560.781480007235,NA,NA,NA
"ENSG00000238072","grey","ENSG00000238072",NA,NA,473.944535441674,NA,NA,NA
"ENSG00000238074","grey","ENSG00000238074","TSPY9","728132",508.316753861647,NA,NA,NA
"ENSG00000238076","grey","ENSG00000238076",NA,NA,566.55967774401,NA,NA,NA
"ENSG00000238078","grey","ENSG00000238078","LINC01352","101929730",532.53372600172,NA,NA,NA
"ENSG00000238082","green","ENSG00000238082",NA,NA,551.791966088674,41.7814197060074,510.010546382666,-468.229126676659
"ENSG00000238083","turquoise","ENSG00000238083","LRRC37A2","474170",692.660355966807,200.3375515843,492.322804382506,-291.985252798206
"ENSG00000238085","green","ENSG00000238085",NA,NA,657.923093321661,106.964155876318,550.958937445343,-443.994781569025
"ENSG00000238086","grey","ENSG00000238086","PPP1R26P1","100418740",559.359947336082,NA,NA,NA
"ENSG00000238097","grey","ENSG00000238097","LINC02037","101929337",588.42971915883,NA,NA,NA
"ENSG00000238098","grey","ENSG00000238098","ABCA17P","650655",537.54516986534,NA,NA,NA
"ENSG00000238099","grey","ENSG00000238099","LINC01625","645434",539.111347399833,NA,NA,NA
"ENSG00000238103","green","ENSG00000238103","RPL9P7","6126",678.939235692573,64.9172128611903,614.022022831382,-549.104809970192
"ENSG00000238105","blue","ENSG00000238105",NA,NA,834.156356912713,228.737135386658,605.419221526055,-376.682086139396
"ENSG00000238109","blue","ENSG00000238109","RNF14P3","100419643",566.518252026938,142.011764088413,424.506487938526,-282.494723850113
"ENSG00000238110","grey","ENSG00000238110",NA,NA,503.937126132717,NA,NA,NA
"ENSG00000238113","magenta","ENSG00000238113","LINC01410","103352539",720.41335149519,35.3501624681819,685.063189027009,-649.713026558827
"ENSG00000238118","grey","ENSG00000238118","SLC25A24P2","100422608",492.812594084368,NA,NA,NA
"ENSG00000238121","yellow","ENSG00000238121","LINC00426","100188949",658.327124470069,238.798669881174,419.528454588896,-180.729784707722
"ENSG00000238129","grey","ENSG00000238129",NA,NA,575.414634321329,NA,NA,NA
"ENSG00000238132","grey","ENSG00000238132",NA,NA,581.775224460373,NA,NA,NA
"ENSG00000238133","grey","ENSG00000238133","MAP3K20-AS1","339751",576.408350618368,NA,NA,NA
"ENSG00000238140","grey","ENSG00000238140",NA,NA,539.882741986075,NA,NA,NA
"ENSG00000238142","grey","ENSG00000238142","LOC105376805","105376805",543.178634301827,NA,NA,NA
"ENSG00000238150","green","ENSG00000238150",NA,NA,636.650428691626,96.6625950027753,539.98783368885,-443.325238686075
"ENSG00000238151","blue","ENSG00000238151",NA,NA,620.479683490889,164.754918657125,455.724764833764,-290.969846176638
"ENSG00000238164","greenyellow","ENSG00000238164",NA,NA,634.425282917732,37.9701075631158,596.455175354616,-558.4850677915
"ENSG00000238172","green","ENSG00000238172","RPS2P35","100130980",619.380692972644,97.1226498893632,522.258043083281,-425.135393193918
"ENSG00000238178","turquoise","ENSG00000238178",NA,NA,664.882684776356,200.945107726036,463.93757705032,-262.992469324284
"ENSG00000238184","grey","ENSG00000238184","CD81-AS1","101927682",502.456636177775,NA,NA,NA
"ENSG00000238186","grey","ENSG00000238186",NA,NA,559.61689789133,NA,NA,NA
"ENSG00000238197","blue","ENSG00000238197","PAXBP1-AS1","100506215",904.768265481933,316.134443687372,588.633821794561,-272.499378107189
"ENSG00000238198","blue","ENSG00000238198","LRIG2-DT","100996251",669.6476615114,175.390792554395,494.256868957005,-318.866076402611
"ENSG00000238207","grey","ENSG00000238207","LOC124907878","124907878",525.806599672147,NA,NA,NA
"ENSG00000238217","grey","ENSG00000238217","LINC01877","101927641",515.036388451821,NA,NA,NA
"ENSG00000238222","grey","ENSG00000238222",NA,NA,503.910910276875,NA,NA,NA
"ENSG00000238227","brown","ENSG00000238227","TMEM250","90120",798.761160945671,360.309881169666,438.451279776005,-78.141398606339
"ENSG00000238228","grey","ENSG00000238228","OR7E7P","392752",519.252128323347,NA,NA,NA
"ENSG00000238231","blue","ENSG00000238231",NA,NA,607.388727174913,142.80765015794,464.581077016973,-321.773426859033
"ENSG00000238241","yellow","ENSG00000238241","CCR12P","100133168",725.855748802533,312.318949527765,413.536799274767,-101.217849747002
"ENSG00000238243","grey","ENSG00000238243","OR2W3","343171",510.5291475728,NA,NA,NA
"ENSG00000238247","grey","ENSG00000238247","RDXP3","100132076",521.07926048319,NA,NA,NA
"ENSG00000238249","grey","ENSG00000238249",NA,NA,490.388545797408,NA,NA,NA
"ENSG00000238251","grey","ENSG00000238251",NA,NA,556.969495175155,NA,NA,NA
"ENSG00000238260","blue","ENSG00000238260",NA,NA,828.478869108856,340.510006059355,487.968863049501,-147.458856990145
"ENSG00000238266","grey","ENSG00000238266","LINC00707","100507127",571.586925341154,NA,NA,NA
"ENSG00000238269","grey","ENSG00000238269","PAGE2B","389860",555.947261023211,NA,NA,NA
"ENSG00000238272","grey","ENSG00000238272",NA,NA,526.709271946535,NA,NA,NA
"ENSG00000238273","grey","ENSG00000238273",NA,NA,583.563490045524,NA,NA,NA
"ENSG00000238275","grey","ENSG00000238275",NA,NA,515.922501419737,NA,NA,NA
"ENSG00000238278","grey","ENSG00000238278",NA,NA,491.030642657276,NA,NA,NA
"ENSG00000238279","grey","ENSG00000238279",NA,NA,578.221189160895,NA,NA,NA
"ENSG00000238280","grey","ENSG00000238280",NA,NA,487.560430903293,NA,NA,NA
"ENSG00000238284","grey","ENSG00000238284","LINC01448","101928795",533.235355246866,NA,NA,NA
"ENSG00000238286","turquoise","ENSG00000238286",NA,NA,800.64032068717,316.447322862108,484.192997825062,-167.745674962955
"ENSG00000238287","grey","ENSG00000238287",NA,NA,528.395229717868,NA,NA,NA
"ENSG00000238290","magenta","ENSG00000238290",NA,NA,674.373582128811,40.1380954394785,634.235486689333,-594.097391249854
"ENSG00000238363","blue","ENSG00000238363","SNORA13","654322",650.753366524523,198.026302527338,452.727063997185,-254.700761469847
"ENSG00000238365","blue","ENSG00000238365","RNU7-57P","100151652",635.358968190033,189.520499416333,445.8384687737,-256.317969357367
"ENSG00000238390","blue","ENSG00000238390","LOC124900469","124900469",765.855270057603,253.287423930865,512.567846126738,-259.280422195874
