"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","entrez_symbol"
"ENSG00000113758",0.0136434663025344,6.69083340183429,0.112561332858221,0.910432141058474,0.944567806221311,-7.76196988262655,"DBN1","1627"
"ENSG00000184434",-0.0205052571241362,-4.51418596030499,-0.112522720884838,0.910462735788004,0.944567806221311,-6.94121509561304,"LRRC19","64922"
"ENSG00000142676",-0.00808710701228854,9.41137249629352,-0.112457862117881,0.910514127826193,0.94458748899213,-7.95891889776087,"RPL11","6135"
"ENSG00000160326",-0.0191239580918339,3.1528252735004,-0.112250143484272,0.91067872003759,0.944724602542734,-7.39860251618072,"SLC2A6","11182"
"ENSG00000230080",-0.016545856019607,-4.65583246435661,-0.112167744658043,0.91074401233335,0.944758697737191,-6.93932493171632,NA,NA
"ENSG00000238061",-0.0168672254805999,-4.23581152900948,-0.112072220390381,0.910819705900877,0.944802209540614,-6.94532688200967,NA,NA
"ENSG00000286732",0.0201426071659891,-1.53878656200475,0.112032964975527,0.91085081218377,0.944802209540614,-7.01613501087884,NA,NA
"ENSG00000146950",-0.01887449306773,4.58978312301843,-0.111986751374023,0.910887432361286,0.944806558536078,-7.56844112427747,"SHROOM2","357"
"ENSG00000249910",-0.0392397088344105,-2.55287593452378,-0.111744452443849,0.911079435865509,0.944972070890231,-6.98513033020772,"TRIM51CP","100130105"
"ENSG00000226015",0.0108450323327689,-0.118763635294113,0.111388599707271,0.911361431582216,0.945210878024592,-7.08120639021072,"CCT8P1","644131"
"ENSG00000160193",-0.00892608173381948,4.04079411672708,-0.11133508253022,0.911403842271679,0.945210878024592,-7.50592904739786,"WDR4","10785"
"ENSG00000233270",-0.0121760667123425,-2.11436506433567,-0.111331095478869,0.911407001895349,0.945210878024592,-6.9979496846818,NA,NA
"ENSG00000265939",0.015977934535695,-3.8343218536917,0.111050245972014,0.911629570596603,0.945408050147806,-6.95227833629075,"UBE2CP2","646595"
"ENSG00000048544",-0.00705664353559499,5.47357640511453,-0.110989155367951,0.911677984836281,0.945424607281815,-7.65765060284827,"MRPS10","55173"
"ENSG00000213303",0.0175714017513773,-3.00081539957313,0.110810779156841,0.911819349678953,0.945531488363156,-6.97191786803711,NA,NA
"ENSG00000226107",-0.0173567903116298,-4.62248252465975,-0.110777207915738,0.911845955519906,0.945531488363156,-6.93989338470551,"RPL36AP54","100271612"
"ENSG00000071909",0.025397969758985,-2.37154415230117,0.110676964032687,0.911925401275612,0.945580216077663,-6.9895568562539,"MYO3B","140469"
"ENSG00000196236",0.00809003092444893,4.45127811067576,0.110561064343242,0.912017255746157,0.945641806527403,-7.55094759901816,"XPNPEP3","63929"
"ENSG00000147041",0.0453180809168892,-0.678782787873068,0.110262280966317,0.912254057236344,0.945835857832081,-7.05019122461412,"SYTL5","94122"
"ENSG00000224014",-0.0201008513002519,-4.07556080762019,-0.110243007579839,0.912269332674257,0.945835857832081,-6.94823888753587,NA,NA
"ENSG00000238793",-0.0166514513248295,-4.78547455613004,-0.109995882459802,0.912465198613926,0.946005267295853,-6.93792850184151,"SNORD124","101340251"
"ENSG00000132026",0.0300309541983013,-3.46754532638077,0.109952097465703,0.912499902194974,0.946007584342185,-6.96028288200135,"RTBDN","83546"
"ENSG00000218073",-0.0197394078069437,-3.52818348159048,-0.109592028948933,0.912785295513711,0.946269787229585,-6.95947443939637,NA,NA
"ENSG00000266714",0.0167164627127359,3.52047544008949,0.109544863927564,0.912822679741199,0.946274873583562,-7.43948315646578,"MYO15B","80022"
"ENSG00000225094",-0.0152871366702891,-4.42150061322943,-0.109424729539848,0.912917902268216,0.946339915340902,-6.94278782372289,NA,NA
"ENSG00000131503",0.0102795963575482,-0.0266783965847337,0.108722186292994,0.91347478658344,0.946858603576838,-7.08713703492637,"ANKHD1","54882"
"ENSG00000248530",0.0193546129104361,-4.99135471405751,0.108711487258029,0.913483267708036,0.946858603576838,-6.93537289768063,"BCL2L12P1","100289095"
"ENSG00000242052",0.0186036219658474,-4.10467017006842,0.108610364871278,0.913563427908265,0.946879169215717,-6.94758855791567,"RPL10P7","442086"
"ENSG00000107554",-0.0088590771743009,4.19440241930832,-0.108604463934418,0.91356810563643,0.946879169215717,-7.52384574382036,"DNMBP","23268"
"ENSG00000012232",-0.00927884461767814,6.45963985421864,-0.108320583977999,0.913793143495082,0.947078721858022,-7.74495343602114,"EXTL3","2137"
"ENSG00000273723",-0.0157242885161335,-0.983364529741356,-0.108276510737677,0.913828081940416,0.947081243389747,-7.03805940965036,"SUGT1-DT","116435302"
"ENSG00000279491",-0.0119088898802904,-1.63077246965958,-0.108111066174857,0.913959237296097,0.947183479329127,-7.01401639199328,NA,NA
